imp_type,random_state,data_split,dataset,max_dropped
pearson,3,8,boston,0.0
spearman,3,8,boston,0.3076923076923077
kendall,3,8,boston,0.23076923076923073
pps,3,8,boston,0.0
gini,4,8,boston,0.46153846153846156
mutual_info,4,8,boston,0.3076923076923077
f_test,4,8,boston,0.07692307692307687
pimp,4,8,boston,0.5384615384615384
shap,4,8,boston,0.3846153846153846
pearson,4,8,boston,0.07692307692307687
spearman,4,8,boston,0.3076923076923077
kendall,4,8,boston,0.23076923076923073
pps,4,8,boston,0.0
gini,5,8,boston,0.3076923076923077
mutual_info,5,8,boston,0.23076923076923073
f_test,5,8,boston,0.0
pimp,5,8,boston,0.3076923076923077
shap,5,8,boston,0.23076923076923073
pearson,5,8,boston,0.0
spearman,5,8,boston,0.23076923076923073
kendall,5,8,boston,0.23076923076923073
pps,5,8,boston,0.0
gini,6,8,boston,0.23076923076923073
mutual_info,6,8,boston,0.3076923076923077
f_test,6,8,boston,0.0
pimp,6,8,boston,0.23076923076923073
shap,6,8,boston,0.3076923076923077
pearson,6,8,boston,0.0
spearman,6,8,boston,0.3076923076923077
kendall,6,8,boston,0.0
pps,6,8,boston,0.0
gini,7,8,boston,0.0
mutual_info,7,8,boston,0.3076923076923077
f_test,7,8,boston,0.0
pimp,7,8,boston,0.0
shap,7,8,boston,0.0
pearson,7,8,boston,0.0
spearman,7,8,boston,0.3076923076923077
kendall,7,8,boston,0.15384615384615385
pps,7,8,boston,0.0
gini,8,8,boston,0.0
mutual_info,8,8,boston,0.0
f_test,8,8,boston,0.0
pimp,8,8,boston,0.0
shap,8,8,boston,0.0
pearson,8,8,boston,0.0
spearman,8,8,boston,0.0
kendall,8,8,boston,0.0
pps,8,8,boston,0.0
gini,9,8,boston,0.23076923076923073
mutual_info,9,8,boston,0.3076923076923077
f_test,9,8,boston,0.07692307692307687
pimp,9,8,boston,0.5384615384615384
shap,9,8,boston,0.3846153846153846
pearson,9,8,boston,0.07692307692307687
spearman,9,8,boston,0.3076923076923077
kendall,9,8,boston,0.23076923076923073
pps,9,8,boston,0.0
gini,0,9,boston,0.0
mutual_info,0,9,boston,0.0
f_test,0,9,boston,0.5384615384615384
pimp,0,9,boston,0.0
shap,0,9,boston,0.0
pearson,0,9,boston,0.5384615384615384
spearman,0,9,boston,0.0
kendall,0,9,boston,0.0
pps,0,9,boston,0.0
gini,1,9,boston,0.0
mutual_info,1,9,boston,0.6153846153846154
f_test,1,9,boston,0.5384615384615384
pimp,1,9,boston,0.0
shap,1,9,boston,0.07692307692307687
pearson,1,9,boston,0.5384615384615384
spearman,1,9,boston,0.6923076923076923
kendall,1,9,boston,0.0
pps,1,9,boston,0.0
gini,2,9,boston,0.5384615384615384
mutual_info,2,9,boston,0.6153846153846154
f_test,2,9,boston,0.5384615384615384
pimp,2,9,boston,0.46153846153846156
shap,2,9,boston,0.46153846153846156
pearson,2,9,boston,0.5384615384615384
spearman,2,9,boston,0.6153846153846154
kendall,2,9,boston,0.23076923076923073
pps,2,9,boston,0.0
gini,3,9,boston,0.5384615384615384
mutual_info,3,9,boston,0.6153846153846154
f_test,3,9,boston,0.5384615384615384
pimp,3,9,boston,0.0
shap,3,9,boston,0.3076923076923077
pearson,3,9,boston,0.5384615384615384
spearman,3,9,boston,0.6923076923076923
kendall,3,9,boston,0.23076923076923073
pps,3,9,boston,0.0
gini,4,9,boston,0.6153846153846154
mutual_info,4,9,boston,0.6923076923076923
f_test,4,9,boston,0.5384615384615384
pimp,4,9,boston,0.46153846153846156
shap,4,9,boston,0.46153846153846156
pearson,4,9,boston,0.5384615384615384
spearman,4,9,boston,0.6923076923076923
kendall,4,9,boston,0.23076923076923073
pps,4,9,boston,0.0
gini,5,9,boston,0.23076923076923073
mutual_info,5,9,boston,0.23076923076923073
f_test,5,9,boston,0.5384615384615384
pimp,5,9,boston,0.23076923076923073
shap,5,9,boston,0.0
pearson,5,9,boston,0.5384615384615384
spearman,5,9,boston,0.6153846153846154
kendall,5,9,boston,0.0
pps,5,9,boston,0.0
gini,6,9,boston,0.07692307692307687
mutual_info,6,9,boston,0.6923076923076923
f_test,6,9,boston,0.5384615384615384
pimp,6,9,boston,0.07692307692307687
shap,6,9,boston,0.3846153846153846
pearson,6,9,boston,0.5384615384615384
spearman,6,9,boston,0.6923076923076923
kendall,6,9,boston,0.23076923076923073
pps,6,9,boston,0.0
gini,7,9,boston,0.3076923076923077
mutual_info,7,9,boston,0.3076923076923077
f_test,7,9,boston,0.5384615384615384
pimp,7,9,boston,0.3076923076923077
shap,7,9,boston,0.3846153846153846
pearson,7,9,boston,0.5384615384615384
spearman,7,9,boston,0.3076923076923077
kendall,7,9,boston,0.23076923076923073
pps,7,9,boston,0.0
gini,8,9,boston,0.3076923076923077
mutual_info,8,9,boston,0.3076923076923077
f_test,8,9,boston,0.5384615384615384
pimp,8,9,boston,0.3076923076923077
shap,8,9,boston,0.0
pearson,8,9,boston,0.5384615384615384
spearman,8,9,boston,0.3076923076923077
kendall,8,9,boston,0.0
pps,8,9,boston,0.0
gini,9,9,boston,0.23076923076923073
mutual_info,9,9,boston,0.23076923076923073
f_test,9,9,boston,0.5384615384615384
pimp,9,9,boston,0.23076923076923073
shap,9,9,boston,0.0
pearson,9,9,boston,0.5384615384615384
spearman,9,9,boston,0.0
kendall,9,9,boston,0.0
pps,9,9,boston,0.0
gini,0,1,diabetes,0.0
mutual_info,0,1,diabetes,0.0
f_test,0,1,diabetes,0.0
pimp,0,1,diabetes,0.0
shap,0,1,diabetes,0.0
pearson,0,1,diabetes,0.0
spearman,0,1,diabetes,0.0
kendall,0,1,diabetes,0.0
pps,0,1,diabetes,0.0
gini,1,1,diabetes,0.0
mutual_info,1,1,diabetes,0.5
f_test,1,1,diabetes,0.0
pimp,1,1,diabetes,0.0
shap,1,1,diabetes,0.0
pearson,1,1,diabetes,0.0
spearman,1,1,diabetes,0.0
kendall,1,1,diabetes,0.0
pps,1,1,diabetes,0.0
gini,2,1,diabetes,0.0
mutual_info,2,1,diabetes,0.09999999999999998
f_test,2,1,diabetes,0.0
pimp,2,1,diabetes,0.0
shap,2,1,diabetes,0.0
pearson,2,1,diabetes,0.0
spearman,2,1,diabetes,0.0
kendall,2,1,diabetes,0.0
pps,2,1,diabetes,0.0
gini,3,1,diabetes,0.4
mutual_info,3,1,diabetes,0.6
f_test,3,1,diabetes,0.0
pimp,3,1,diabetes,0.30000000000000004
shap,3,1,diabetes,0.0
pearson,3,1,diabetes,0.0
spearman,3,1,diabetes,0.0
kendall,3,1,diabetes,0.0
pps,3,1,diabetes,0.09999999999999998
gini,4,1,diabetes,0.4
mutual_info,4,1,diabetes,0.4
f_test,4,1,diabetes,0.0
pimp,4,1,diabetes,0.4
shap,4,1,diabetes,0.0
pearson,4,1,diabetes,0.0
spearman,4,1,diabetes,0.0
kendall,4,1,diabetes,0.0
pps,4,1,diabetes,0.0
gini,5,1,diabetes,0.30000000000000004
mutual_info,5,1,diabetes,0.0
f_test,5,1,diabetes,0.09999999999999998
pimp,5,1,diabetes,0.30000000000000004
shap,5,1,diabetes,0.09999999999999998
pearson,5,1,diabetes,0.09999999999999998
spearman,5,1,diabetes,0.09999999999999998
kendall,5,1,diabetes,0.09999999999999998
pps,5,1,diabetes,0.0
gini,6,1,diabetes,0.09999999999999998
mutual_info,6,1,diabetes,0.5
f_test,6,1,diabetes,0.09999999999999998
pimp,6,1,diabetes,0.30000000000000004
shap,6,1,diabetes,0.0
pearson,6,1,diabetes,0.09999999999999998
spearman,6,1,diabetes,0.09999999999999998
kendall,6,1,diabetes,0.09999999999999998
pps,6,1,diabetes,0.09999999999999998
gini,7,1,diabetes,0.0
mutual_info,7,1,diabetes,0.4
f_test,7,1,diabetes,0.0
pimp,7,1,diabetes,0.0
shap,7,1,diabetes,0.0
pearson,7,1,diabetes,0.0
spearman,7,1,diabetes,0.0
kendall,7,1,diabetes,0.0
pps,7,1,diabetes,0.0
gini,8,1,diabetes,0.30000000000000004
mutual_info,8,1,diabetes,0.5
f_test,8,1,diabetes,0.0
pimp,8,1,diabetes,0.30000000000000004
shap,8,1,diabetes,0.4
pearson,8,1,diabetes,0.0
spearman,8,1,diabetes,0.0
kendall,8,1,diabetes,0.0
pps,8,1,diabetes,0.0
gini,9,1,diabetes,0.30000000000000004
mutual_info,9,1,diabetes,0.0
f_test,9,1,diabetes,0.09999999999999998
pimp,9,1,diabetes,0.30000000000000004
shap,9,1,diabetes,0.09999999999999998
pearson,9,1,diabetes,0.09999999999999998
spearman,9,1,diabetes,0.09999999999999998
kendall,9,1,diabetes,0.09999999999999998
pps,9,1,diabetes,0.0
gini,0,2,diabetes,0.4
mutual_info,0,2,diabetes,0.0
f_test,0,2,diabetes,0.0
pimp,0,2,diabetes,0.30000000000000004
shap,0,2,diabetes,0.30000000000000004
pearson,0,2,diabetes,0.0
spearman,0,2,diabetes,0.0
kendall,0,2,diabetes,0.0
pps,0,2,diabetes,0.09999999999999998
gini,1,2,diabetes,0.0
mutual_info,1,2,diabetes,0.30000000000000004
f_test,1,2,diabetes,0.30000000000000004
pimp,1,2,diabetes,0.0
shap,1,2,diabetes,0.0
pearson,1,2,diabetes,0.30000000000000004
spearman,1,2,diabetes,0.30000000000000004
kendall,1,2,diabetes,0.30000000000000004
pps,1,2,diabetes,0.0
gini,2,2,diabetes,0.0
mutual_info,2,2,diabetes,0.6
f_test,2,2,diabetes,0.30000000000000004
pimp,2,2,diabetes,0.0
shap,2,2,diabetes,0.0
pearson,2,2,diabetes,0.30000000000000004
spearman,2,2,diabetes,0.30000000000000004
kendall,2,2,diabetes,0.30000000000000004
pps,2,2,diabetes,0.09999999999999998
gini,3,2,diabetes,0.5
mutual_info,3,2,diabetes,0.6
f_test,3,2,diabetes,0.0
pimp,3,2,diabetes,0.0
shap,3,2,diabetes,0.0
pearson,3,2,diabetes,0.0
spearman,3,2,diabetes,0.0
kendall,3,2,diabetes,0.0
pps,3,2,diabetes,0.0
gini,4,2,diabetes,0.0
mutual_info,4,2,diabetes,0.30000000000000004
f_test,4,2,diabetes,0.0
pimp,4,2,diabetes,0.0
shap,4,2,diabetes,0.0
pearson,4,2,diabetes,0.0
spearman,4,2,diabetes,0.0
kendall,4,2,diabetes,0.0
pps,4,2,diabetes,0.0
gini,5,2,diabetes,0.8
mutual_info,5,2,diabetes,0.6
f_test,5,2,diabetes,0.8
pimp,5,2,diabetes,0.8
shap,5,2,diabetes,0.19999999999999996
pearson,5,2,diabetes,0.8
spearman,5,2,diabetes,0.8
kendall,5,2,diabetes,0.8
pps,5,2,diabetes,0.6
gini,6,2,diabetes,0.8
mutual_info,6,2,diabetes,0.7
f_test,6,2,diabetes,0.8
pimp,6,2,diabetes,0.8
shap,6,2,diabetes,0.30000000000000004
pearson,6,2,diabetes,0.8
spearman,6,2,diabetes,0.8
kendall,6,2,diabetes,0.8
pps,6,2,diabetes,0.19999999999999996
gini,7,2,diabetes,0.4
mutual_info,7,2,diabetes,0.30000000000000004
f_test,7,2,diabetes,0.09999999999999998
pimp,7,2,diabetes,0.19999999999999996
shap,7,2,diabetes,0.19999999999999996
pearson,7,2,diabetes,0.09999999999999998
spearman,7,2,diabetes,0.09999999999999998
kendall,7,2,diabetes,0.09999999999999998
pps,7,2,diabetes,0.09999999999999998
gini,8,2,diabetes,0.0
mutual_info,8,2,diabetes,0.19999999999999996
f_test,8,2,diabetes,0.0
pimp,8,2,diabetes,0.0
shap,8,2,diabetes,0.0
pearson,8,2,diabetes,0.0
spearman,8,2,diabetes,0.0
kendall,8,2,diabetes,0.0
pps,8,2,diabetes,0.0
gini,9,2,diabetes,0.8
mutual_info,9,2,diabetes,0.6
f_test,9,2,diabetes,0.8
pimp,9,2,diabetes,0.8
shap,9,2,diabetes,0.19999999999999996
pearson,9,2,diabetes,0.8
spearman,9,2,diabetes,0.8
kendall,9,2,diabetes,0.8
pps,9,2,diabetes,0.19999999999999996
gini,0,3,diabetes,0.0
mutual_info,0,3,diabetes,0.0
f_test,0,3,diabetes,0.0
pimp,0,3,diabetes,0.0
shap,0,3,diabetes,0.0
pearson,0,3,diabetes,0.0
spearman,0,3,diabetes,0.0
kendall,0,3,diabetes,0.0
pps,0,3,diabetes,0.0
gini,1,3,diabetes,0.30000000000000004
mutual_info,1,3,diabetes,0.6
f_test,1,3,diabetes,0.0
pimp,1,3,diabetes,0.30000000000000004
shap,1,3,diabetes,0.0
pearson,1,3,diabetes,0.0
spearman,1,3,diabetes,0.5
kendall,1,3,diabetes,0.5
pps,1,3,diabetes,0.09999999999999998
gini,2,3,diabetes,0.0
mutual_info,2,3,diabetes,0.4
f_test,2,3,diabetes,0.0
pimp,2,3,diabetes,0.0
shap,2,3,diabetes,0.19999999999999996
pearson,2,3,diabetes,0.0
spearman,2,3,diabetes,0.0
kendall,2,3,diabetes,0.0
pps,2,3,diabetes,0.0
gini,3,3,diabetes,0.30000000000000004
mutual_info,3,3,diabetes,0.0
f_test,3,3,diabetes,0.0
pimp,3,3,diabetes,0.19999999999999996
shap,3,3,diabetes,0.0
pearson,3,3,diabetes,0.0
spearman,3,3,diabetes,0.0
kendall,3,3,diabetes,0.0
pps,3,3,diabetes,0.0
gini,4,3,diabetes,0.0
mutual_info,4,3,diabetes,0.0
f_test,4,3,diabetes,0.0
pimp,4,3,diabetes,0.0
shap,4,3,diabetes,0.0
pearson,4,3,diabetes,0.0
spearman,4,3,diabetes,0.0
kendall,4,3,diabetes,0.0
pps,4,3,diabetes,0.0
gini,5,3,diabetes,0.4
mutual_info,5,3,diabetes,0.4
f_test,5,3,diabetes,0.09999999999999998
pimp,5,3,diabetes,0.30000000000000004
shap,5,3,diabetes,0.19999999999999996
pearson,5,3,diabetes,0.09999999999999998
spearman,5,3,diabetes,0.09999999999999998
kendall,5,3,diabetes,0.09999999999999998
pps,5,3,diabetes,0.0
gini,6,3,diabetes,0.4
mutual_info,6,3,diabetes,0.4
f_test,6,3,diabetes,0.0
pimp,6,3,diabetes,0.09999999999999998
shap,6,3,diabetes,0.0
pearson,6,3,diabetes,0.0
spearman,6,3,diabetes,0.0
kendall,6,3,diabetes,0.0
pps,6,3,diabetes,0.09999999999999998
gini,7,3,diabetes,0.0
mutual_info,7,3,diabetes,0.19999999999999996
f_test,7,3,diabetes,0.0
pimp,7,3,diabetes,0.0
shap,7,3,diabetes,0.0
pearson,7,3,diabetes,0.0
spearman,7,3,diabetes,0.0
kendall,7,3,diabetes,0.0
pps,7,3,diabetes,0.0
gini,8,3,diabetes,0.0
mutual_info,8,3,diabetes,0.0
f_test,8,3,diabetes,0.0
pimp,8,3,diabetes,0.0
shap,8,3,diabetes,0.09999999999999998
pearson,8,3,diabetes,0.0
spearman,8,3,diabetes,0.0
kendall,8,3,diabetes,0.0
pps,8,3,diabetes,0.0
gini,9,3,diabetes,0.0
mutual_info,9,3,diabetes,0.0
f_test,9,3,diabetes,0.0
pimp,9,3,diabetes,0.0
shap,9,3,diabetes,0.0
pearson,9,3,diabetes,0.0
spearman,9,3,diabetes,0.0
kendall,9,3,diabetes,0.0
pps,9,3,diabetes,0.0
gini,0,4,diabetes,0.0
mutual_info,0,4,diabetes,0.30000000000000004
f_test,0,4,diabetes,0.0
pimp,0,4,diabetes,0.09999999999999998
shap,0,4,diabetes,0.19999999999999996
pearson,0,4,diabetes,0.0
spearman,0,4,diabetes,0.0
kendall,0,4,diabetes,0.0
pps,0,4,diabetes,0.19999999999999996
gini,1,4,diabetes,0.0
mutual_info,1,4,diabetes,0.0
f_test,1,4,diabetes,0.0
pimp,1,4,diabetes,0.0
shap,1,4,diabetes,0.0
pearson,1,4,diabetes,0.0
spearman,1,4,diabetes,0.0
kendall,1,4,diabetes,0.0
pps,1,4,diabetes,0.19999999999999996
gini,2,4,diabetes,0.0
mutual_info,2,4,diabetes,0.0
f_test,2,4,diabetes,0.0
pimp,2,4,diabetes,0.0
shap,2,4,diabetes,0.0
pearson,2,4,diabetes,0.0
spearman,2,4,diabetes,0.0
kendall,2,4,diabetes,0.0
pps,2,4,diabetes,0.19999999999999996
gini,3,4,diabetes,0.0
mutual_info,3,4,diabetes,0.0
f_test,3,4,diabetes,0.0
pimp,3,4,diabetes,0.0
shap,3,4,diabetes,0.0
pearson,3,4,diabetes,0.0
spearman,3,4,diabetes,0.0
kendall,3,4,diabetes,0.0
pps,3,4,diabetes,0.19999999999999996
gini,4,4,diabetes,0.0
mutual_info,4,4,diabetes,0.0
f_test,4,4,diabetes,0.0
pimp,4,4,diabetes,0.0
shap,4,4,diabetes,0.4
pearson,4,4,diabetes,0.0
spearman,4,4,diabetes,0.0
kendall,4,4,diabetes,0.0
pps,4,4,diabetes,0.19999999999999996
gini,5,4,diabetes,0.0
mutual_info,5,4,diabetes,0.0
f_test,5,4,diabetes,0.0
pimp,5,4,diabetes,0.0
shap,5,4,diabetes,0.30000000000000004
pearson,5,4,diabetes,0.0
spearman,5,4,diabetes,0.0
kendall,5,4,diabetes,0.0
pps,5,4,diabetes,0.19999999999999996
gini,6,4,diabetes,0.0
mutual_info,6,4,diabetes,0.6
f_test,6,4,diabetes,0.0
pimp,6,4,diabetes,0.09999999999999998
shap,6,4,diabetes,0.0
pearson,6,4,diabetes,0.0
spearman,6,4,diabetes,0.0
kendall,6,4,diabetes,0.0
pps,6,4,diabetes,0.19999999999999996
gini,7,4,diabetes,0.0
mutual_info,7,4,diabetes,0.0
f_test,7,4,diabetes,0.0
pimp,7,4,diabetes,0.0
shap,7,4,diabetes,0.0
pearson,7,4,diabetes,0.0
spearman,7,4,diabetes,0.0
kendall,7,4,diabetes,0.0
pps,7,4,diabetes,0.19999999999999996
gini,8,4,diabetes,0.0
mutual_info,8,4,diabetes,0.19999999999999996
f_test,8,4,diabetes,0.0
pimp,8,4,diabetes,0.09999999999999998
shap,8,4,diabetes,0.0
pearson,8,4,diabetes,0.0
spearman,8,4,diabetes,0.0
kendall,8,4,diabetes,0.0
pps,8,4,diabetes,0.19999999999999996
gini,9,4,diabetes,0.19999999999999996
mutual_info,9,4,diabetes,0.0
f_test,9,4,diabetes,0.0
pimp,9,4,diabetes,0.19999999999999996
shap,9,4,diabetes,0.0
pearson,9,4,diabetes,0.0
spearman,9,4,diabetes,0.0
kendall,9,4,diabetes,0.0
pps,9,4,diabetes,0.19999999999999996
gini,0,5,diabetes,0.0
mutual_info,0,5,diabetes,0.0
f_test,0,5,diabetes,0.0
pimp,0,5,diabetes,0.0
shap,0,5,diabetes,0.0
pearson,0,5,diabetes,0.0
spearman,0,5,diabetes,0.0
kendall,0,5,diabetes,0.0
pps,0,5,diabetes,0.0
gini,1,5,diabetes,0.0
mutual_info,1,5,diabetes,0.09999999999999998
f_test,1,5,diabetes,0.0
pimp,1,5,diabetes,0.0
shap,1,5,diabetes,0.0
pearson,1,5,diabetes,0.0
spearman,1,5,diabetes,0.0
kendall,1,5,diabetes,0.0
pps,1,5,diabetes,0.0
gini,2,5,diabetes,0.0
mutual_info,2,5,diabetes,0.7
f_test,2,5,diabetes,0.0
pimp,2,5,diabetes,0.0
shap,2,5,diabetes,0.0
pearson,2,5,diabetes,0.0
spearman,2,5,diabetes,0.0
kendall,2,5,diabetes,0.0
pps,2,5,diabetes,0.0
gini,3,5,diabetes,0.09999999999999998
mutual_info,3,5,diabetes,0.7
f_test,3,5,diabetes,0.09999999999999998
pimp,3,5,diabetes,0.09999999999999998
shap,3,5,diabetes,0.30000000000000004
pearson,3,5,diabetes,0.09999999999999998
spearman,3,5,diabetes,0.09999999999999998
kendall,3,5,diabetes,0.09999999999999998
pps,3,5,diabetes,0.0
gini,4,5,diabetes,0.09999999999999998
mutual_info,4,5,diabetes,0.19999999999999996
f_test,4,5,diabetes,0.19999999999999996
pimp,4,5,diabetes,0.09999999999999998
shap,4,5,diabetes,0.09999999999999998
pearson,4,5,diabetes,0.19999999999999996
spearman,4,5,diabetes,0.19999999999999996
kendall,4,5,diabetes,0.19999999999999996
pps,4,5,diabetes,0.0
gini,5,5,diabetes,0.0
mutual_info,5,5,diabetes,0.0
f_test,5,5,diabetes,0.0
pimp,5,5,diabetes,0.0
shap,5,5,diabetes,0.09999999999999998
pearson,5,5,diabetes,0.0
spearman,5,5,diabetes,0.0
kendall,5,5,diabetes,0.0
pps,5,5,diabetes,0.0
gini,6,5,diabetes,0.0
mutual_info,6,5,diabetes,0.0
f_test,6,5,diabetes,0.0
pimp,6,5,diabetes,0.0
shap,6,5,diabetes,0.0
pearson,6,5,diabetes,0.0
spearman,6,5,diabetes,0.0
kendall,6,5,diabetes,0.0
pps,6,5,diabetes,0.0
gini,7,5,diabetes,0.0
mutual_info,7,5,diabetes,0.7
f_test,7,5,diabetes,0.0
pimp,7,5,diabetes,0.0
shap,7,5,diabetes,0.0
pearson,7,5,diabetes,0.0
spearman,7,5,diabetes,0.0
kendall,7,5,diabetes,0.0
pps,7,5,diabetes,0.0
gini,8,5,diabetes,0.0
mutual_info,8,5,diabetes,0.0
f_test,8,5,diabetes,0.0
pimp,8,5,diabetes,0.0
shap,8,5,diabetes,0.0
pearson,8,5,diabetes,0.0
spearman,8,5,diabetes,0.0
kendall,8,5,diabetes,0.0
pps,8,5,diabetes,0.0
gini,9,5,diabetes,0.0
mutual_info,9,5,diabetes,0.09999999999999998
f_test,9,5,diabetes,0.0
pimp,9,5,diabetes,0.0
shap,9,5,diabetes,0.0
pearson,9,5,diabetes,0.0
spearman,9,5,diabetes,0.0
kendall,9,5,diabetes,0.0
pps,9,5,diabetes,0.0
gini,0,0,diabetes,0.0
mutual_info,0,0,diabetes,0.0
f_test,0,0,diabetes,0.0
pimp,0,0,diabetes,0.0
shap,0,0,diabetes,0.0
pearson,0,0,diabetes,0.0
spearman,0,0,diabetes,0.0
kendall,0,0,diabetes,0.0
pps,0,0,diabetes,0.0
gini,1,0,diabetes,0.0
mutual_info,1,0,diabetes,0.5
f_test,1,0,diabetes,0.0
pimp,1,0,diabetes,0.0
shap,1,0,diabetes,0.0
pearson,1,0,diabetes,0.0
spearman,1,0,diabetes,0.0
kendall,1,0,diabetes,0.0
pps,1,0,diabetes,0.0
gini,2,0,diabetes,0.0
mutual_info,2,0,diabetes,0.09999999999999998
f_test,2,0,diabetes,0.0
pimp,2,0,diabetes,0.0
shap,2,0,diabetes,0.0
pearson,2,0,diabetes,0.0
spearman,2,0,diabetes,0.0
kendall,2,0,diabetes,0.0
pps,2,0,diabetes,0.0
gini,3,0,diabetes,0.4
mutual_info,3,0,diabetes,0.6
f_test,3,0,diabetes,0.0
pimp,3,0,diabetes,0.30000000000000004
shap,3,0,diabetes,0.0
pearson,3,0,diabetes,0.0
spearman,3,0,diabetes,0.0
kendall,3,0,diabetes,0.0
pps,3,0,diabetes,0.09999999999999998
gini,4,0,diabetes,0.4
mutual_info,4,0,diabetes,0.4
f_test,4,0,diabetes,0.0
pimp,4,0,diabetes,0.4
shap,4,0,diabetes,0.0
pearson,4,0,diabetes,0.0
spearman,4,0,diabetes,0.0
kendall,4,0,diabetes,0.0
pps,4,0,diabetes,0.0
gini,5,0,diabetes,0.30000000000000004
mutual_info,5,0,diabetes,0.0
f_test,5,0,diabetes,0.09999999999999998
pimp,5,0,diabetes,0.30000000000000004
shap,5,0,diabetes,0.09999999999999998
pearson,5,0,diabetes,0.09999999999999998
spearman,5,0,diabetes,0.09999999999999998
kendall,5,0,diabetes,0.09999999999999998
pps,5,0,diabetes,0.0
gini,6,0,diabetes,0.09999999999999998
mutual_info,6,0,diabetes,0.5
f_test,6,0,diabetes,0.09999999999999998
pimp,6,0,diabetes,0.30000000000000004
shap,6,0,diabetes,0.0
pearson,6,0,diabetes,0.09999999999999998
spearman,6,0,diabetes,0.09999999999999998
kendall,6,0,diabetes,0.09999999999999998
pps,6,0,diabetes,0.09999999999999998
gini,7,0,diabetes,0.0
mutual_info,7,0,diabetes,0.4
f_test,7,0,diabetes,0.0
pimp,7,0,diabetes,0.0
shap,7,0,diabetes,0.0
pearson,7,0,diabetes,0.0
spearman,7,0,diabetes,0.0
kendall,7,0,diabetes,0.0
pps,7,0,diabetes,0.0
gini,8,0,diabetes,0.30000000000000004
mutual_info,8,0,diabetes,0.5
f_test,8,0,diabetes,0.0
pimp,8,0,diabetes,0.30000000000000004
shap,8,0,diabetes,0.4
pearson,8,0,diabetes,0.0
spearman,8,0,diabetes,0.0
kendall,8,0,diabetes,0.0
pps,8,0,diabetes,0.0
gini,9,0,diabetes,0.30000000000000004
mutual_info,9,0,diabetes,0.0
f_test,9,0,diabetes,0.09999999999999998
pimp,9,0,diabetes,0.30000000000000004
shap,9,0,diabetes,0.09999999999999998
pearson,9,0,diabetes,0.09999999999999998
spearman,9,0,diabetes,0.09999999999999998
kendall,9,0,diabetes,0.09999999999999998
pps,9,0,diabetes,0.0
gini,0,6,diabetes,0.5
mutual_info,0,6,diabetes,0.4
f_test,0,6,diabetes,0.4
pimp,0,6,diabetes,0.5
shap,0,6,diabetes,0.4
pearson,0,6,diabetes,0.4
spearman,0,6,diabetes,0.4
kendall,0,6,diabetes,0.4
pps,0,6,diabetes,0.19999999999999996
gini,1,6,diabetes,0.4
mutual_info,1,6,diabetes,0.0
f_test,1,6,diabetes,0.4
pimp,1,6,diabetes,0.30000000000000004
shap,1,6,diabetes,0.30000000000000004
pearson,1,6,diabetes,0.4
spearman,1,6,diabetes,0.4
kendall,1,6,diabetes,0.4
pps,1,6,diabetes,0.19999999999999996
gini,2,6,diabetes,0.19999999999999996
mutual_info,2,6,diabetes,0.0
f_test,2,6,diabetes,0.0
pimp,2,6,diabetes,0.0
shap,2,6,diabetes,0.0
pearson,2,6,diabetes,0.0
spearman,2,6,diabetes,0.0
kendall,2,6,diabetes,0.0
pps,2,6,diabetes,0.19999999999999996
gini,3,6,diabetes,0.0
mutual_info,3,6,diabetes,0.19999999999999996
f_test,3,6,diabetes,0.19999999999999996
pimp,3,6,diabetes,0.0
shap,3,6,diabetes,0.0
pearson,3,6,diabetes,0.19999999999999996
spearman,3,6,diabetes,0.19999999999999996
kendall,3,6,diabetes,0.19999999999999996
pps,3,6,diabetes,0.09999999999999998
gini,4,6,diabetes,0.0
mutual_info,4,6,diabetes,0.30000000000000004
f_test,4,6,diabetes,0.30000000000000004
pimp,4,6,diabetes,0.0
shap,4,6,diabetes,0.09999999999999998
pearson,4,6,diabetes,0.30000000000000004
spearman,4,6,diabetes,0.30000000000000004
kendall,4,6,diabetes,0.30000000000000004
pps,4,6,diabetes,0.0
gini,5,6,diabetes,0.19999999999999996
mutual_info,5,6,diabetes,0.0
f_test,5,6,diabetes,0.0
pimp,5,6,diabetes,0.0
shap,5,6,diabetes,0.0
pearson,5,6,diabetes,0.0
spearman,5,6,diabetes,0.0
kendall,5,6,diabetes,0.0
pps,5,6,diabetes,0.19999999999999996
gini,6,6,diabetes,0.09999999999999998
mutual_info,6,6,diabetes,0.09999999999999998
f_test,6,6,diabetes,0.19999999999999996
pimp,6,6,diabetes,0.09999999999999998
shap,6,6,diabetes,0.0
pearson,6,6,diabetes,0.19999999999999996
spearman,6,6,diabetes,0.19999999999999996
kendall,6,6,diabetes,0.19999999999999996
pps,6,6,diabetes,0.09999999999999998
gini,7,6,diabetes,0.19999999999999996
mutual_info,7,6,diabetes,0.30000000000000004
f_test,7,6,diabetes,0.30000000000000004
pimp,7,6,diabetes,0.19999999999999996
shap,7,6,diabetes,0.4
pearson,7,6,diabetes,0.30000000000000004
spearman,7,6,diabetes,0.30000000000000004
kendall,7,6,diabetes,0.30000000000000004
pps,7,6,diabetes,0.0
gini,8,6,diabetes,0.7
mutual_info,8,6,diabetes,0.4
f_test,8,6,diabetes,0.7
pimp,8,6,diabetes,0.7
shap,8,6,diabetes,0.09999999999999998
pearson,8,6,diabetes,0.7
