imp_type,random_state,data_split,dataset,max_dropped
pearson,9,6,wine,0.23076923076923073
spearman,9,6,wine,0.23076923076923073
kendall,9,6,wine,0.23076923076923073
pps,9,6,wine,0.07692307692307687
gini,0,7,wine,0.7692307692307692
mutual_info,0,7,wine,0.7692307692307692
f_test,0,7,wine,0.5384615384615384
pimp,0,7,wine,0.6923076923076923
shap,0,7,wine,0.7692307692307692
pearson,0,7,wine,0.23076923076923073
spearman,0,7,wine,0.23076923076923073
kendall,0,7,wine,0.23076923076923073
pps,0,7,wine,0.0
gini,1,7,wine,0.7692307692307692
mutual_info,1,7,wine,0.7692307692307692
f_test,1,7,wine,0.6153846153846154
pimp,1,7,wine,0.7692307692307692
shap,1,7,wine,0.6923076923076923
pearson,1,7,wine,0.23076923076923073
spearman,1,7,wine,0.23076923076923073
kendall,1,7,wine,0.23076923076923073
pps,1,7,wine,0.07692307692307687
gini,2,7,wine,0.7692307692307692
mutual_info,2,7,wine,0.7692307692307692
f_test,2,7,wine,0.6153846153846154
pimp,2,7,wine,0.7692307692307692
shap,2,7,wine,0.6153846153846154
pearson,2,7,wine,0.5384615384615384
spearman,2,7,wine,0.5384615384615384
kendall,2,7,wine,0.23076923076923073
pps,2,7,wine,0.07692307692307687
gini,3,7,wine,0.7692307692307692
mutual_info,3,7,wine,0.7692307692307692
f_test,3,7,wine,0.6153846153846154
pimp,3,7,wine,0.6923076923076923
shap,3,7,wine,0.6923076923076923
pearson,3,7,wine,0.23076923076923073
spearman,3,7,wine,0.23076923076923073
kendall,3,7,wine,0.23076923076923073
pps,3,7,wine,0.07692307692307687
gini,4,7,wine,0.7692307692307692
mutual_info,4,7,wine,0.7692307692307692
f_test,4,7,wine,0.6153846153846154
pimp,4,7,wine,0.6923076923076923
shap,4,7,wine,0.6923076923076923
pearson,4,7,wine,0.23076923076923073
spearman,4,7,wine,0.23076923076923073
kendall,4,7,wine,0.23076923076923073
pps,4,7,wine,0.07692307692307687
gini,5,7,wine,0.7692307692307692
mutual_info,5,7,wine,0.7692307692307692
f_test,5,7,wine,0.6153846153846154
pimp,5,7,wine,0.6923076923076923
shap,5,7,wine,0.7692307692307692
pearson,5,7,wine,0.23076923076923073
spearman,5,7,wine,0.23076923076923073
kendall,5,7,wine,0.23076923076923073
pps,5,7,wine,0.0
gini,6,7,wine,0.7692307692307692
mutual_info,6,7,wine,0.7692307692307692
f_test,6,7,wine,0.6153846153846154
pimp,6,7,wine,0.6923076923076923
shap,6,7,wine,0.6923076923076923
pearson,6,7,wine,0.23076923076923073
spearman,6,7,wine,0.23076923076923073
kendall,6,7,wine,0.23076923076923073
pps,6,7,wine,0.3076923076923077
gini,7,7,wine,0.7692307692307692
mutual_info,7,7,wine,0.7692307692307692
f_test,7,7,wine,0.6153846153846154
pimp,7,7,wine,0.6923076923076923
shap,7,7,wine,0.6923076923076923
pearson,7,7,wine,0.23076923076923073
spearman,7,7,wine,0.23076923076923073
kendall,7,7,wine,0.23076923076923073
pps,7,7,wine,0.07692307692307687
gini,8,7,wine,0.7692307692307692
mutual_info,8,7,wine,0.7692307692307692
f_test,8,7,wine,0.6153846153846154
pimp,8,7,wine,0.7692307692307692
shap,8,7,wine,0.7692307692307692
pearson,8,7,wine,0.23076923076923073
spearman,8,7,wine,0.23076923076923073
kendall,8,7,wine,0.23076923076923073
pps,8,7,wine,0.07692307692307687
gini,9,7,wine,0.7692307692307692
mutual_info,9,7,wine,0.7692307692307692
f_test,9,7,wine,0.6153846153846154
pimp,9,7,wine,0.6923076923076923
shap,9,7,wine,0.7692307692307692
pearson,9,7,wine,0.6153846153846154
spearman,9,7,wine,0.5384615384615384
kendall,9,7,wine,0.46153846153846156
pps,9,7,wine,0.15384615384615385
gini,0,8,wine,0.6923076923076923
mutual_info,0,8,wine,0.6923076923076923
f_test,0,8,wine,0.6153846153846154
pimp,0,8,wine,0.5384615384615384
shap,0,8,wine,0.6923076923076923
pearson,0,8,wine,0.15384615384615385
