imp_type,pp_coef,random_state,data_split,dataset
kendall,0.6153316370367261,7,2,boston
pps,0.14086985698705834,7,2,boston
gini,0.672467868782952,8,2,boston
mutual_info,0.6208912440211329,8,2,boston
f_test,0.5932041703329537,8,2,boston
pimp,0.672467868782952,8,2,boston
shap,0.672467868782952,8,2,boston
pearson,0.5932041703329538,8,2,boston
spearman,0.6208912440211328,8,2,boston
kendall,0.6208912440211328,8,2,boston
pps,0.15134130915540256,8,2,boston
gini,0.6728478646298646,9,2,boston
mutual_info,0.6397417773565414,9,2,boston
f_test,0.5974683031843496,9,2,boston
pimp,0.6728478646298647,9,2,boston
shap,0.532912527141315,9,2,boston
pearson,0.5974683031843496,9,2,boston
spearman,0.6397417773565415,9,2,boston
kendall,0.6397417773565414,9,2,boston
pps,0.14475458833071017,9,2,boston
gini,0.6443306059269243,0,3,boston
mutual_info,0.7321159195527058,0,3,boston
f_test,0.7321159195527055,0,3,boston
pimp,0.6443306059269248,0,3,boston
shap,0.6443306059269245,0,3,boston
pearson,0.7321159195527055,0,3,boston
spearman,0.7321159195527053,0,3,boston
kendall,0.7321159195527056,0,3,boston
pps,0.1869024771071978,0,3,boston
gini,0.6480571980195882,1,3,boston
mutual_info,0.7393250897537141,1,3,boston
f_test,0.739325089753714,1,3,boston
pimp,0.648057198019588,1,3,boston
shap,0.6480571980195882,1,3,boston
pearson,0.7393250897537142,1,3,boston
spearman,0.7393250897537142,1,3,boston
kendall,0.7393250897537142,1,3,boston
pps,0.19178601374693158,1,3,boston
gini,0.6607640947652228,2,3,boston
mutual_info,0.7338695354826777,2,3,boston
f_test,0.7338695354826781,2,3,boston
pimp,0.6607640947652225,2,3,boston
shap,0.719961263800527,2,3,boston
pearson,0.733869535482678,2,3,boston
spearman,0.7338695354826775,2,3,boston
kendall,0.733869535482678,2,3,boston
pps,0.18278150434653423,2,3,boston
gini,0.6508281282163344,3,3,boston
mutual_info,0.7404264229970462,3,3,boston
f_test,0.7404264229970465,3,3,boston
pimp,0.6508281282163346,3,3,boston
shap,0.7425776883190982,3,3,boston
pearson,0.7404264229970462,3,3,boston
spearman,0.7404264229970462,3,3,boston
kendall,0.7404264229970459,3,3,boston
pps,0.19216976271241107,3,3,boston
gini,0.6609255700797703,4,3,boston
mutual_info,0.7126325629208355,4,3,boston
f_test,0.7126325629208353,4,3,boston
pimp,0.6609255700797705,4,3,boston
shap,0.7050197125254133,4,3,boston
pearson,0.712632562920836,4,3,boston
spearman,0.7126325629208358,4,3,boston
kendall,0.712632562920836,4,3,boston
pps,0.19340898493414355,4,3,boston
gini,0.6471324028042822,5,3,boston
mutual_info,0.7282117804334759,5,3,boston
f_test,0.7282117804334758,5,3,boston
pimp,0.6471324028042825,5,3,boston
shap,0.7123817858137493,5,3,boston
pearson,0.728211780433476,5,3,boston
spearman,0.728211780433476,5,3,boston
kendall,0.7282117804334762,5,3,boston
pps,0.18492151017952269,5,3,boston
gini,0.6767392825915343,6,3,boston
mutual_info,0.7234133036523266,6,3,boston
f_test,0.7234133036523267,6,3,boston
pimp,0.6767392825915343,6,3,boston
shap,0.740094445154492,6,3,boston
pearson,0.7234133036523266,6,3,boston
spearman,0.7234133036523269,6,3,boston
kendall,0.7234133036523266,6,3,boston
pps,0.19585734047902553,6,3,boston
gini,0.6443582988164919,7,3,boston
mutual_info,0.6913841168519563,7,3,boston
f_test,0.6913841168519563,7,3,boston
pimp,0.6443582988164916,7,3,boston
shap,0.5212485900615175,7,3,boston
pearson,0.6913841168519563,7,3,boston
spearman,0.6913841168519563,7,3,boston
kendall,0.6913841168519563,7,3,boston
pps,0.18153890390273159,7,3,boston
gini,0.6461095690285646,8,3,boston
mutual_info,0.7524542085453947,8,3,boston
f_test,0.7524542085453947,8,3,boston
pimp,0.6461095690285643,8,3,boston
shap,0.6461095690285643,8,3,boston
pearson,0.7524542085453947,8,3,boston
spearman,0.7524542085453954,8,3,boston
kendall,0.7524542085453947,8,3,boston
pps,0.18204794016677242,8,3,boston
gini,0.644294379743297,9,3,boston
mutual_info,0.7480643970597557,9,3,boston
f_test,0.7480643970597557,9,3,boston
pimp,0.644294379743297,9,3,boston
shap,0.6442943797432967,9,3,boston
pearson,0.7480643970597558,9,3,boston
spearman,0.7480643970597557,9,3,boston
kendall,0.7480643970597557,9,3,boston
pps,0.1783951388640465,9,3,boston
gini,0.7102110746750006,0,4,boston
mutual_info,0.7632172967148471,0,4,boston
f_test,0.7632172967148471,0,4,boston
pimp,0.7559728443463575,0,4,boston
shap,0.7102110746750006,0,4,boston
pearson,0.7632172967148471,0,4,boston
spearman,0.8218064360489642,0,4,boston
kendall,0.8218064360489643,0,4,boston
pps,0.2540570496565468,0,4,boston
gini,0.7279058452430526,1,4,boston
mutual_info,0.7823425995860257,1,4,boston
f_test,0.7336236323843478,1,4,boston
pimp,0.7279058452430527,1,4,boston
shap,0.6986437636278563,1,4,boston
pearson,0.7336236323843479,1,4,boston
spearman,0.793348112919181,1,4,boston
kendall,0.793348112919181,1,4,boston
pps,0.2349325050005237,1,4,boston
gini,0.7521672992088957,2,4,boston
mutual_info,0.8246255676352028,2,4,boston
f_test,0.7547909156061665,2,4,boston
pimp,0.7521672992088957,2,4,boston
shap,0.7247645021833831,2,4,boston
pearson,0.7547909156061664,2,4,boston
spearman,0.8160186970132318,2,4,boston
kendall,0.8160186970132316,2,4,boston
pps,0.2560998491030055,2,4,boston
gini,0.6855096351912378,3,4,boston
mutual_info,0.7257690067247321,3,4,boston
f_test,0.7257690067247325,3,4,boston
pimp,0.7351943738242621,3,4,boston
shap,0.6855096351912378,3,4,boston
pearson,0.7257690067247325,3,4,boston
spearman,0.7738772774284453,3,4,boston
kendall,0.773877277428445,3,4,boston
pps,0.2387628775968481,3,4,boston
gini,0.7590953852398588,4,4,boston
mutual_info,0.7678560668069419,4,4,boston
f_test,0.7678560668069419,4,4,boston
pimp,0.7590953852398588,4,4,boston
shap,0.7077055778444739,4,4,boston
pearson,0.7678560668069419,4,4,boston
spearman,0.8136346090159746,4,4,boston
kendall,0.8136346090159746,4,4,boston
pps,0.24911420234384618,4,4,boston
gini,0.8175037085593289,5,4,boston
mutual_info,0.8263052172403997,5,4,boston
f_test,0.7794449875809016,5,4,boston
pimp,0.7405414951550608,5,4,boston
shap,0.7405414951550604,5,4,boston
pearson,0.7794449875809021,5,4,boston
spearman,0.8153424275393365,5,4,boston
kendall,0.8153424275393363,5,4,boston
pps,0.25410961093095286,5,4,boston
gini,0.723551986863644,6,4,boston
mutual_info,0.7205349164359889,6,4,boston
f_test,0.7205349164359888,6,4,boston
pimp,0.723551986863644,6,4,boston
shap,0.6858235362162705,6,4,boston
pearson,0.7205349164359887,6,4,boston
spearman,0.7840754127059838,6,4,boston
kendall,0.7840754127059841,6,4,boston
pps,0.23972098204157563,6,4,boston
gini,0.7313905867643209,7,4,boston
mutual_info,0.7722435914382535,7,4,boston
f_test,0.7722435914382533,7,4,boston
pimp,0.7313905867643208,7,4,boston
shap,0.7313905867643209,7,4,boston
pearson,0.772243591438253,7,4,boston
spearman,0.8078612651380898,7,4,boston
kendall,0.8078612651380901,7,4,boston
pps,0.2595580193604526,7,4,boston
gini,0.7174139618215613,8,4,boston
mutual_info,0.7793803909531033,8,4,boston
f_test,0.7793803909531033,8,4,boston
pimp,0.7396394444285591,8,4,boston
shap,0.7174139618215614,8,4,boston
pearson,0.7793803909531035,8,4,boston
spearman,0.8201966740003226,8,4,boston
kendall,0.8201966740003226,8,4,boston
pps,0.25337613668683623,8,4,boston
gini,0.7390843570094057,9,4,boston
mutual_info,0.8530184170369385,9,4,boston
f_test,0.7699935613954386,9,4,boston
pimp,0.7390843570094057,9,4,boston
shap,0.7227715743698988,9,4,boston
pearson,0.7699935613954385,9,4,boston
spearman,0.8524695348801121,9,4,boston
kendall,0.8524695348801121,9,4,boston
pps,0.26100967039436657,9,4,boston
gini,0.665098952385555,0,5,boston
mutual_info,0.6115807291768134,0,5,boston
f_test,0.5471006038171791,0,5,boston
pimp,0.665098952385555,0,5,boston
shap,0.6650989523855549,0,5,boston
pearson,0.5471006038171792,0,5,boston
spearman,0.6115807291768135,0,5,boston
kendall,0.6115807291768136,0,5,boston
pps,0.15519961681747857,0,5,boston
gini,0.6744071028627925,1,5,boston
mutual_info,0.663646899582691,1,5,boston
f_test,0.5860916235596655,1,5,boston
pimp,0.6744071028627925,1,5,boston
shap,0.6744071028627925,1,5,boston
pearson,0.5860916235596656,1,5,boston
spearman,0.663646899582691,1,5,boston
kendall,0.663646899582691,1,5,boston
pps,0.16267015967632084,1,5,boston
gini,0.6463517114226526,2,5,boston
mutual_info,0.5937825078778198,2,5,boston
f_test,0.5533762141868193,2,5,boston
pimp,0.6463517114226525,2,5,boston
shap,0.6463517114226526,2,5,boston
pearson,0.5533762141868195,2,5,boston
spearman,0.5937825078778193,2,5,boston
kendall,0.5937825078778195,2,5,boston
pps,0.15854140829993094,2,5,boston
gini,0.6331994543229057,3,5,boston
mutual_info,0.5665066746415397,3,5,boston
f_test,0.5363096933481967,3,5,boston
pimp,0.6331994543229053,3,5,boston
shap,0.6331994543229057,3,5,boston
pearson,0.5363096933481967,3,5,boston
spearman,0.5665066746415397,3,5,boston
kendall,0.5665066746415399,3,5,boston
pps,0.15159051081241767,3,5,boston
gini,0.6795327233588736,4,5,boston
mutual_info,0.6354327433307443,4,5,boston
f_test,0.562134753978358,4,5,boston
pimp,0.6795327233588739,4,5,boston
shap,0.6795327233588736,4,5,boston
pearson,0.562134753978358,4,5,boston
spearman,0.6354327433307442,4,5,boston
kendall,0.6354327433307442,4,5,boston
pps,0.15866106217272172,4,5,boston
gini,0.6716783279186216,5,5,boston
mutual_info,0.6312037951543834,5,5,boston
f_test,0.5837858445990985,5,5,boston
pimp,0.8373278626190476,5,5,boston
shap,0.6716783279186216,5,5,boston
pearson,0.5837858445990984,5,5,boston
spearman,0.6312037951543832,5,5,boston
kendall,0.6312037951543829,5,5,boston
pps,0.16955265877308978,5,5,boston
gini,0.6791185264377606,6,5,boston
mutual_info,0.6336833893111131,6,5,boston
f_test,0.5580538199673932,6,5,boston
pimp,0.6791185264377603,6,5,boston
shap,0.6791185264377605,6,5,boston
pearson,0.5580538199673932,6,5,boston
spearman,0.6336833893111133,6,5,boston
kendall,0.6336833893111132,6,5,boston
pps,0.16107223255898315,6,5,boston
gini,0.6341150769284478,7,5,boston
mutual_info,0.6119682490847732,7,5,boston
f_test,0.5341132114977264,7,5,boston
pimp,0.6341150769284476,7,5,boston
shap,0.6341150769284476,7,5,boston
pearson,0.5341132114977264,7,5,boston
spearman,0.6119682490847727,7,5,boston
kendall,0.6119682490847732,7,5,boston
pps,0.1560868144603439,7,5,boston
gini,0.633905211714334,8,5,boston
mutual_info,0.5996536572538527,8,5,boston
f_test,0.5432486386074015,8,5,boston
pimp,0.6339052117143339,8,5,boston
shap,0.633905211714334,8,5,boston
pearson,0.5432486386074017,8,5,boston
spearman,0.5996536572538524,8,5,boston
kendall,0.5996536572538523,8,5,boston
pps,0.158134821646506,8,5,boston
gini,0.6587762538026708,9,5,boston
mutual_info,0.6118798967339075,9,5,boston
f_test,0.5483872171834125,9,5,boston
pimp,0.8053245728818438,9,5,boston
shap,0.658776253802671,9,5,boston
pearson,0.5483872171834124,9,5,boston
spearman,0.6118798967339074,9,5,boston
kendall,0.6118798967339074,9,5,boston
pps,0.15550595739179426,9,5,boston
gini,0.745985512621746,0,0,boston
mutual_info,0.6856684949582711,0,0,boston
f_test,0.6537312858633048,0,0,boston
pimp,0.8382041000767377,0,0,boston
shap,0.3249533583396125,0,0,boston
pearson,0.6537312858633049,0,0,boston
spearman,0.6537312858633049,0,0,boston
kendall,0.685668494958271,0,0,boston
pps,0.22634487340571363,0,0,boston
gini,0.7294094420376761,1,0,boston
mutual_info,0.6921757018980415,1,0,boston
f_test,0.6742266962023271,1,0,boston
pimp,0.6742266962023269,1,0,boston
shap,0.7294094420376759,1,0,boston
pearson,0.6742266962023271,1,0,boston
spearman,0.6742266962023271,1,0,boston
kendall,0.6921757018980413,1,0,boston
pps,0.21653538360050745,1,0,boston
gini,0.7643905152793911,2,0,boston
mutual_info,0.7132535239144503,2,0,boston
f_test,0.6871348341543212,2,0,boston
pimp,0.8353941493168056,2,0,boston
shap,0.764390515279391,2,0,boston
pearson,0.6871348341543215,2,0,boston
spearman,0.6871348341543214,2,0,boston
kendall,0.7132535239144502,2,0,boston
pps,0.2260810606199843,2,0,boston
gini,0.7198670744711493,3,0,boston
mutual_info,0.6702118853609063,3,0,boston
f_test,0.6496215624118724,3,0,boston
pimp,0.6496215624118725,3,0,boston
shap,0.7198670744711495,3,0,boston
pearson,0.6496215624118725,3,0,boston
spearman,0.6496215624118724,3,0,boston
kendall,0.6702118853609061,3,0,boston
pps,0.21937561973428346,3,0,boston
gini,0.7635338422836146,4,0,boston
mutual_info,0.7067972266107212,4,0,boston
f_test,0.6770981159625824,4,0,boston
pimp,0.7635338422836143,4,0,boston
shap,0.7635338422836143,4,0,boston
pearson,0.6770981159625827,4,0,boston
spearman,0.6770981159625822,4,0,boston
kendall,0.7067972266107212,4,0,boston
pps,0.23386423096542472,4,0,boston
gini,0.7346953071292764,5,0,boston
mutual_info,0.6915071713552037,5,0,boston
f_test,0.6766163368304271,5,0,boston
pimp,0.8399649956687335,5,0,boston
shap,0.7346953071292766,5,0,boston
pearson,0.6766163368304271,5,0,boston
spearman,0.676616336830427,5,0,boston
kendall,0.6915071713552037,5,0,boston
pps,0.2210174925369831,5,0,boston
gini,0.6669537280742968,6,0,boston
mutual_info,0.6495207374362574,6,0,boston
f_test,0.6290187483291366,6,0,boston
pimp,0.8144259923295051,6,0,boston
shap,0.3209345994715196,6,0,boston
pearson,0.6290187483291366,6,0,boston
spearman,0.6290187483291366,6,0,boston
kendall,0.6495207374362572,6,0,boston
pps,0.21195883838739465,6,0,boston
gini,0.7574449969721119,7,0,boston
mutual_info,0.7296158536216208,7,0,boston
f_test,0.6967313820706028,7,0,boston
pimp,0.6967313820706028,7,0,boston
shap,0.34301438078357377,7,0,boston
pearson,0.6967313820706028,7,0,boston
spearman,0.6967313820706028,7,0,boston
kendall,0.729615853621621,7,0,boston
pps,0.23558232298991919,7,0,boston
gini,0.738551530792868,8,0,boston
mutual_info,0.7029856463187725,8,0,boston
f_test,0.6722420498741147,8,0,boston
pimp,0.7385515307928681,8,0,boston
shap,0.738551530792868,8,0,boston
pearson,0.6722420498741147,8,0,boston
spearman,0.6722420498741147,8,0,boston
kendall,0.7029856463187725,8,0,boston
pps,0.2272499342268551,8,0,boston
gini,0.7055604210438362,9,0,boston
mutual_info,0.6826871869026213,9,0,boston
f_test,0.6547212738016814,9,0,boston
pimp,0.7055604210438361,9,0,boston
shap,0.7055604210438363,9,0,boston
pearson,0.6547212738016813,9,0,boston
spearman,0.6547212738016818,9,0,boston
kendall,0.682687186902621,9,0,boston
pps,0.22665302110916682,9,0,boston
gini,0.7079359812703595,0,6,boston
mutual_info,0.5332777010971895,0,6,boston
f_test,0.5332777010971894,0,6,boston
pimp,0.7079359812703596,0,6,boston
shap,0.7225168949439048,0,6,boston
pearson,0.5332777010971894,0,6,boston
spearman,0.6521390714007284,0,6,boston
kendall,0.6521390714007285,0,6,boston
pps,0.14638828398179557,0,6,boston
gini,0.7377789197369676,1,6,boston
mutual_info,0.5429248439124171,1,6,boston
f_test,0.5429248439124169,1,6,boston
pimp,0.737778919736968,1,6,boston
shap,0.752793268988817,1,6,boston
pearson,0.5429248439124169,1,6,boston
spearman,0.6567853234840353,1,6,boston
kendall,0.6567853234840353,1,6,boston
pps,0.14518310335177936,1,6,boston
gini,0.7478104480446314,2,6,boston
mutual_info,0.5807140209300801,2,6,boston
f_test,0.58071402093008,2,6,boston
pimp,0.7478104480446314,2,6,boston
shap,0.7899492430241507,2,6,boston
pearson,0.5807140209300798,2,6,boston
spearman,0.6984292000368368,2,6,boston
kendall,0.698429200036837,2,6,boston
pps,0.1551995537022587,2,6,boston
gini,0.7620432423043939,3,6,boston
mutual_info,0.6267319057946993,3,6,boston
f_test,0.6267319057946993,3,6,boston
pimp,0.7620432423043939,3,6,boston
shap,0.8402832558868173,3,6,boston
pearson,0.6267319057946993,3,6,boston
spearman,0.7302302825121891,3,6,boston
kendall,0.730230282512189,3,6,boston
pps,0.1626827585891308,3,6,boston
gini,0.7536202299024155,4,6,boston
mutual_info,0.5714591200841129,4,6,boston
f_test,0.5714591200841133,4,6,boston
pimp,0.7536202299024155,4,6,boston
shap,0.7496586529884638,4,6,boston
pearson,0.5714591200841129,4,6,boston
spearman,0.6590485656767041,4,6,boston
kendall,0.6590485656767041,4,6,boston
pps,0.14847944689065232,4,6,boston
gini,0.7604489860968215,5,6,boston
mutual_info,0.6095585424912173,5,6,boston
f_test,0.6095585424912173,5,6,boston
pimp,0.7604489860968215,5,6,boston
shap,0.8187661584419087,5,6,boston
pearson,0.6095585424912177,5,6,boston
spearman,0.7464702117179489,5,6,boston
kendall,0.7464702117179489,5,6,boston
pps,0.15416170945989902,5,6,boston
gini,0.7491198046514512,6,6,boston
mutual_info,0.5973342398359921,6,6,boston
f_test,0.5973342398359922,6,6,boston
pimp,0.7491198046514514,6,6,boston
shap,0.8410731649178222,6,6,boston
pearson,0.5973342398359922,6,6,boston
spearman,0.7371781315771744,6,6,boston
kendall,0.7371781315771743,6,6,boston
pps,0.1603616476258216,6,6,boston
gini,0.7722521400937234,7,6,boston
mutual_info,0.5775758551543693,7,6,boston
f_test,0.5775758551543692,7,6,boston
pimp,0.7722521400937234,7,6,boston
shap,0.7863753687176603,7,6,boston
pearson,0.5775758551543694,7,6,boston
spearman,0.6951424339022463,7,6,boston
kendall,0.6951424339022464,7,6,boston
pps,0.15609869413716054,7,6,boston
gini,0.7254204321166084,8,6,boston
mutual_info,0.578494923445845,8,6,boston
f_test,0.578494923445845,8,6,boston
pimp,0.7254204321166084,8,6,boston
shap,0.7878739347959836,8,6,boston
pearson,0.5784949234458451,8,6,boston
spearman,0.6994203058472196,8,6,boston
kendall,0.6994203058472196,8,6,boston
pps,0.1553551876706829,8,6,boston
gini,0.7662982434251692,9,6,boston
mutual_info,0.6227218949937237,9,6,boston
f_test,0.6227218949937239,9,6,boston
pimp,0.766298243425169,9,6,boston
shap,0.795588300289247,9,6,boston
pearson,0.6227218949937239,9,6,boston
spearman,0.7296601979781132,9,6,boston
kendall,0.7296601979781132,9,6,boston
pps,0.15441182637318643,9,6,boston
gini,0.6207395793968107,0,7,boston
mutual_info,0.7303142779879747,0,7,boston
f_test,0.569873968934847,0,7,boston
pimp,0.7372941593574656,0,7,boston
shap,0.6207395793968105,0,7,boston
pearson,0.5698739689348469,0,7,boston
spearman,0.5805496937195312,0,7,boston
kendall,0.580549693719531,0,7,boston
pps,0.2744636329574662,0,7,boston
gini,0.6442458198230226,1,7,boston
mutual_info,0.752766000307668,1,7,boston
f_test,0.5871144510466051,1,7,boston
pimp,0.7461924484451301,1,7,boston
shap,0.6442458198230229,1,7,boston
pearson,0.5871144510466053,1,7,boston
spearman,0.6112873201604581,1,7,boston
kendall,0.6112873201604582,1,7,boston
pps,0.2806091156400572,1,7,boston
gini,0.6234657909878399,2,7,boston
mutual_info,0.7614872289058796,2,7,boston
f_test,0.588226507293638,2,7,boston
pimp,0.744001073449286,2,7,boston
shap,0.6234657909878403,2,7,boston
pearson,0.5882265072936378,2,7,boston
spearman,0.627034891221324,2,7,boston
kendall,0.6270348912213245,2,7,boston
pps,0.2843521633652368,2,7,boston
gini,0.6448337954970693,3,7,boston
mutual_info,0.6843098189461797,3,7,boston
f_test,0.5378370271129764,3,7,boston
pimp,0.7201555391288149,3,7,boston
shap,0.6448337954970695,3,7,boston
pearson,0.5378370271129764,3,7,boston
spearman,0.5735745001194227,3,7,boston
kendall,0.5735745001194227,3,7,boston
pps,0.26420337098643104,3,7,boston
gini,0.6605118985510484,4,7,boston
mutual_info,0.7460816418760398,4,7,boston
f_test,0.5614498097627882,4,7,boston
pimp,0.7327153567084843,4,7,boston
shap,0.6605118985510485,4,7,boston
pearson,0.5614498097627884,4,7,boston
spearman,0.625446315836794,4,7,boston
kendall,0.625446315836794,4,7,boston
pps,0.2932299973641625,4,7,boston
gini,0.611093554805127,5,7,boston
mutual_info,0.7493198926456806,5,7,boston
f_test,0.5639807169126243,5,7,boston
pimp,0.7350868146295487,5,7,boston
shap,0.6110935548051272,5,7,boston
pearson,0.5639807169126243,5,7,boston
spearman,0.6237787091777759,5,7,boston
kendall,0.6237787091777759,5,7,boston
pps,0.28245468392168177,5,7,boston
gini,0.6197017608885292,6,7,boston
mutual_info,0.736785631022798,6,7,boston
f_test,0.5664334102034272,6,7,boston
pimp,0.6197017608885294,6,7,boston
shap,0.6197017608885295,6,7,boston
pearson,0.5664334102034272,6,7,boston
spearman,0.6336661240688993,6,7,boston
kendall,0.6336661240688993,6,7,boston
pps,0.29954344901159785,6,7,boston
gini,0.6405208383002055,7,7,boston
mutual_info,0.761855273332412,7,7,boston
f_test,0.6085958834895653,7,7,boston
pimp,0.750668554306218,7,7,boston
shap,0.6405208383002057,7,7,boston
pearson,0.6085958834895656,7,7,boston
spearman,0.6487517539024703,7,7,boston
kendall,0.6487517539024704,7,7,boston
pps,0.28820819846461865,7,7,boston
gini,0.635328336970479,8,7,boston
mutual_info,0.7363007691688738,8,7,boston
