imp_type,max_perc,random_state,data_split,dataset
gini,-0.001115276293706235,5,2,boston
mutual_info,0.01513895953132189,5,2,boston
f_test,0.015138959531322093,5,2,boston
pimp,0.026442371585768266,5,2,boston
shap,0.015138959531321482,5,2,boston
pearson,0.015138959531321688,5,2,boston
spearman,0.015138959531321688,5,2,boston
kendall,0.015138959531322093,5,2,boston
pps,-0.08458181311196196,5,2,boston
gini,0.037144045706998835,6,2,boston
mutual_info,0.03714404570699865,6,2,boston
f_test,0.037144045706998655,6,2,boston
pimp,0.037144045706998655,6,2,boston
shap,0.026045374467083892,6,2,boston
pearson,0.037144045706998856,6,2,boston
spearman,0.037144045706998655,6,2,boston
kendall,0.037144045706998655,6,2,boston
pps,-0.04881724680854106,6,2,boston
gini,0.029393012861767258,7,2,boston
mutual_info,0.013527553449483703,7,2,boston
f_test,0.0135275534494833,7,2,boston
pimp,0.029393012861767265,7,2,boston
shap,0.02939301286176746,7,2,boston
pearson,0.013527553449483703,7,2,boston
spearman,0.0135275534494833,7,2,boston
kendall,0.013527553449483504,7,2,boston
pps,-0.058915735441745394,7,2,boston
gini,0.010985656565950325,8,2,boston
mutual_info,0.023829887325093682,8,2,boston
f_test,0.023829887325094064,8,2,boston
pimp,0.023829887325093876,8,2,boston
shap,0.034421386919030635,8,2,boston
pearson,0.023829887325093498,8,2,boston
spearman,0.023829887325093876,8,2,boston
kendall,0.023829887325093686,8,2,boston
pps,-0.04676645477241506,8,2,boston
gini,0.026071658789577488,9,2,boston
mutual_info,0.026071658789577293,9,2,boston
f_test,0.01587158601651832,9,2,boston
pimp,0.03589372295138791,9,2,boston
shap,0.026071658789577488,9,2,boston
pearson,0.015871586016518134,9,2,boston
spearman,0.023303771084982966,9,2,boston
kendall,0.023303771084982404,9,2,boston
pps,-0.05621715543431604,9,2,boston
gini,0.007405499978843643,0,3,boston
mutual_info,0.0562698230806458,0,3,boston
f_test,0.056269823080644835,0,3,boston
pimp,0.00740549997884364,0,3,boston
shap,-0.015353220708871837,0,3,boston
pearson,0.05626982308064511,0,3,boston
spearman,0.0562698230806447,0,3,boston
kendall,0.02147228020668254,0,3,boston
pps,-0.0782315685879943,0,3,boston
gini,0.010375993189005494,1,3,boston
mutual_info,0.024785770948536897,1,3,boston
f_test,0.024785770948536897,1,3,boston
pimp,0.010375993189005355,1,3,boston
shap,0.010375993189005634,1,3,boston
pearson,0.02478577094853662,1,3,boston
spearman,0.02478577094853662,1,3,boston
kendall,0.013403122734856622,1,3,boston
pps,-0.06087614326513587,1,3,boston
gini,0.012777109947360372,2,3,boston
mutual_info,0.04623833811479615,2,3,boston
f_test,0.04623833811479656,2,3,boston
pimp,0.012777109947360091,2,3,boston
shap,-0.002663514543232731,2,3,boston
pearson,0.04623833811479643,2,3,boston
spearman,0.04623833811479657,2,3,boston
kendall,0.001957624688036833,2,3,boston
pps,-0.0466693908999335,2,3,boston
gini,0.01767472206860903,3,3,boston
mutual_info,0.06945110324788935,3,3,boston
f_test,0.06945110324788963,3,3,boston
pimp,0.01767472206860945,3,3,boston
shap,-0.0012395669206098276,3,3,boston
pearson,0.06945110324788924,3,3,boston
spearman,0.06945110324788976,3,3,boston
kendall,0.03176609176222279,3,3,boston
pps,-0.043839123637038874,3,3,boston
gini,0.023859303436911044,4,3,boston
mutual_info,0.020329684050723752,4,3,boston
f_test,-5.311404982394428e-05,4,3,boston
pimp,0.023859303436911887,4,3,boston
shap,-0.013405383333923288,4,3,boston
pearson,-5.31140498238022e-05,4,3,boston
spearman,0.012772285873369482,4,3,boston
kendall,0.012772285873369482,4,3,boston
pps,-0.04918095106756706,4,3,boston
gini,0.014641049179329244,5,3,boston
mutual_info,0.009703346062342699,5,3,boston
f_test,0.009703346062342121,5,3,boston
pimp,0.014641049179329818,5,3,boston
shap,0.014641049179329674,5,3,boston
pearson,0.009703346062341975,5,3,boston
spearman,0.009703346062341975,5,3,boston
kendall,-0.0034786770309017546,5,3,boston
pps,-0.05788338060794896,5,3,boston
gini,0.039879812023559356,6,3,boston
mutual_info,0.06471022268066406,6,3,boston
f_test,0.0647102226806645,6,3,boston
pimp,0.039879812023559086,6,3,boston
shap,0.0335789846674569,6,3,boston
pearson,0.06471022268066409,6,3,boston
spearman,0.06471022268066474,6,3,boston
kendall,0.05562467952605367,6,3,boston
pps,-0.04129050133155342,6,3,boston
gini,0.01750123589589436,7,3,boston
mutual_info,0.009351316319916307,7,3,boston
f_test,0.022034326873043002,7,3,boston
pimp,0.01750123589589378,7,3,boston
shap,-0.005512908128520594,7,3,boston
pearson,0.02203432687304286,7,3,boston
spearman,0.007363343061688766,7,3,boston
kendall,0.006600406810351442,7,3,boston
pps,-0.05915540900960412,7,3,boston
gini,0.01567579367447281,8,3,boston
mutual_info,0.022803895844039405,8,3,boston
f_test,0.023233885580276933,8,3,boston
pimp,0.015675793674472104,8,3,boston
shap,0.00685784993626987,8,3,boston
pearson,0.023233885580276933,8,3,boston
spearman,0.02323388558027735,8,3,boston
kendall,0.0028250331917673128,8,3,boston
pps,-0.042594151934392734,8,3,boston
gini,0.012009618326605253,9,3,boston
mutual_info,0.013500896800176191,9,3,boston
f_test,0.03280829342201126,9,3,boston
pimp,0.012009618326605253,9,3,boston
shap,0.012009618326604823,9,3,boston
pearson,0.03280829342201153,9,3,boston
spearman,0.03280829342201141,9,3,boston
kendall,0.030868926984763227,9,3,boston
pps,-0.06371200706328196,9,3,boston
gini,0.008833618479921992,0,4,boston
mutual_info,0.06392051369663257,0,4,boston
f_test,0.107241880212481,0,4,boston
pimp,0.008833618479921992,0,4,boston
shap,0.02110908781844494,0,4,boston
pearson,0.10724188021248042,0,4,boston
spearman,0.009499534191342557,0,4,boston
kendall,0.009499534191342557,0,4,boston
pps,-0.035522014957218045,0,4,boston
gini,-0.021166404838975347,1,4,boston
mutual_info,0.01487622980047113,1,4,boston
f_test,0.0704102002698185,1,4,boston
pimp,-0.021166404838975555,1,4,boston
shap,-0.021166404838975347,1,4,boston
pearson,0.0704102002698185,1,4,boston
spearman,-0.04332557981334782,1,4,boston
kendall,-0.04332557981334782,1,4,boston
pps,-0.07115998156689332,1,4,boston
gini,0.020323764547227913,2,4,boston
mutual_info,0.08056524176296248,2,4,boston
f_test,0.09924617713785922,2,4,boston
pimp,0.020323764547227913,2,4,boston
shap,0.0015180229297150813,2,4,boston
pearson,0.09924617713785959,2,4,boston
spearman,0.004792874373898335,2,4,boston
kendall,0.004792874373897938,2,4,boston
pps,-0.06217927467138404,2,4,boston
gini,0.0017053980251743337,3,4,boston
mutual_info,0.05152055184453738,3,4,boston
f_test,0.009771854226551923,3,4,boston
pimp,0.03829904912387575,3,4,boston
shap,0.012688660198864873,3,4,boston
pearson,0.009771854226551923,3,4,boston
spearman,-0.011111133029642025,3,4,boston
kendall,-0.011111133029641401,3,4,boston
pps,-0.03566649762148083,3,4,boston
gini,0.011644351606532249,4,4,boston
mutual_info,0.07199394178487961,4,4,boston
f_test,0.09373402673915023,4,4,boston
pimp,0.030004163650852934,4,4,boston
shap,0.021695423466992488,4,4,boston
pearson,0.09373402673915042,4,4,boston
spearman,0.0034196744782514204,4,4,boston
kendall,0.0034196744782514204,4,4,boston
pps,-0.0391163399737737,4,4,boston
gini,0.03983326268556693,5,4,boston
mutual_info,0.06142164513868175,5,4,boston
f_test,0.0815045303572242,5,4,boston
pimp,0.03983326268556693,5,4,boston
shap,0.04484940740728518,5,4,boston
pearson,0.08150453035722438,5,4,boston
spearman,0.07706371216597122,5,4,boston
kendall,0.07706371216597066,5,4,boston
pps,-0.03667767208622746,5,4,boston
gini,-0.021290995641187173,6,4,boston
mutual_info,0.027989268828973866,6,4,boston
f_test,0.08120020396155907,6,4,boston
pimp,-0.03607089516148006,6,4,boston
shap,-0.011876827190063905,6,4,boston
pearson,0.08120020396155907,6,4,boston
spearman,-0.02992830493418163,6,4,boston
kendall,-0.0299283049341812,6,4,boston
pps,-0.08401661272371143,6,4,boston
gini,0.029780091540597735,7,4,boston
mutual_info,0.12467942057041115,7,4,boston
f_test,0.12108385259476892,7,4,boston
pimp,0.029780091540597554,7,4,boston
shap,0.03877769750999171,7,4,boston
pearson,0.12108385259476839,7,4,boston
spearman,0.003970995354590683,7,4,boston
kendall,0.0039709953545910654,7,4,boston
pps,-0.03578006430760415,7,4,boston
gini,0.01461349617061906,8,4,boston
mutual_info,0.08431619520698373,8,4,boston
f_test,0.06433405615444197,8,4,boston
pimp,0.014613496170619448,8,4,boston
shap,-0.01039775217514842,8,4,boston
pearson,0.06433405615444178,8,4,boston
spearman,-0.0235268768017427,8,4,boston
kendall,-0.0235268768017427,8,4,boston
pps,-0.05748781946007648,8,4,boston
gini,0.0060619095068988335,9,4,boston
mutual_info,0.11996312198097359,9,4,boston
f_test,0.09692064878732724,9,4,boston
pimp,-0.008866491694562748,9,4,boston
shap,0.029343812467815873,9,4,boston
pearson,0.09692064878732672,9,4,boston
spearman,-0.017010500299193213,9,4,boston
kendall,-0.020317945280447523,9,4,boston
pps,-0.05884300649912061,9,4,boston
gini,0.03016969134110106,0,5,boston
mutual_info,0.034394942639032186,0,5,boston
f_test,0.017819938413921245,0,5,boston
pimp,0.035409092783788045,0,5,boston
shap,0.03840198654841496,0,5,boston
pearson,0.017819938413921245,0,5,boston
spearman,0.027022691562976167,0,5,boston
kendall,0.017819938413921398,0,5,boston
pps,-0.06210415004826974,0,5,boston
gini,0.06781597488014374,1,5,boston
mutual_info,0.004271628493618558,1,5,boston
f_test,-0.02063192063710653,1,5,boston
pimp,0.06781597488014388,1,5,boston
shap,0.06781597488014374,1,5,boston
pearson,-0.02063192063710697,1,5,boston
spearman,0.017791655108627392,1,5,boston
kendall,0.004271628493618558,1,5,boston
pps,-0.04462631861343411,1,5,boston
gini,0.08068046071584035,2,5,boston
mutual_info,0.04093983422612503,2,5,boston
f_test,0.00991207691221791,2,5,boston
pimp,0.0806804607158402,2,5,boston
shap,0.05289477741110061,2,5,boston
pearson,0.009912076912218064,2,5,boston
spearman,0.043431545981989186,2,5,boston
kendall,0.04093983422612487,2,5,boston
pps,-0.038431399584145855,2,5,boston
gini,0.028365734868968862,3,5,boston
mutual_info,0.007318869015317655,3,5,boston
f_test,-0.027296473363083468,3,5,boston
pimp,0.032174627213882166,3,5,boston
shap,0.03217462721388262,3,5,boston
pearson,-0.027296473363083468,3,5,boston
spearman,-0.002300466958132464,3,5,boston
kendall,-0.0023004669581316813,3,5,boston
pps,-0.04997905859112135,3,5,boston
gini,0.026306582010949528,4,5,boston
mutual_info,-0.003529542654759389,4,5,boston
f_test,-0.003529542654759235,4,5,boston
pimp,0.026306582010949528,4,5,boston
shap,0.04314520421616382,4,5,boston
pearson,-0.0035295426547590813,4,5,boston
spearman,-0.0035295426547590813,4,5,boston
kendall,-0.003529542654759235,4,5,boston
pps,-0.03534605943953689,4,5,boston
gini,0.046908669855015066,5,5,boston
mutual_info,0.04964826692566301,5,5,boston
f_test,0.0036348059517468684,5,5,boston
pimp,0.04695113647982104,5,5,boston
shap,0.049648266925662585,5,5,boston
pearson,0.0036348059517465814,5,5,boston
spearman,0.04964826692566287,5,5,boston
kendall,0.04964826692566245,5,5,boston
pps,-0.04371161389128968,5,5,boston
gini,0.04991038037592834,6,5,boston
mutual_info,0.01856474103024041,6,5,boston
f_test,0.0185647410302401,6,5,boston
pimp,0.06815712864255806,6,5,boston
shap,0.07409165690166532,6,5,boston
pearson,0.018564741030240556,6,5,boston
spearman,0.034643744330503295,6,5,boston
kendall,0.02979568241190338,6,5,boston
pps,-0.07179890489408398,6,5,boston
gini,0.04052524210076022,7,5,boston
mutual_info,0.038934282165295965,7,5,boston
f_test,0.021538426922118586,7,5,boston
pimp,0.08456355602555608,7,5,boston
shap,0.09450879878886431,7,5,boston
pearson,0.021538426922118586,7,5,boston
spearman,0.044771510117789945,7,5,boston
kendall,0.03430947707083413,7,5,boston
pps,-0.02633950386024956,7,5,boston
gini,0.04308372882663227,8,5,boston
mutual_info,0.029424040244713345,8,5,boston
f_test,0.007763703830853173,8,5,boston
pimp,0.043083728826632126,8,5,boston
shap,0.058975101729333505,8,5,boston
pearson,0.007763703830853484,8,5,boston
spearman,0.01604017331397346,8,5,boston
kendall,0.012522820351959483,8,5,boston
pps,-0.04330859136148833,8,5,boston
gini,0.03920135046865734,9,5,boston
mutual_info,0.025005093104515406,9,5,boston
f_test,0.01164002523003126,9,5,boston
pimp,0.0459137520979787,9,5,boston
shap,0.04591375209797901,9,5,boston
pearson,0.01164002523003126,9,5,boston
spearman,0.02500509310451541,9,5,boston
kendall,0.02500509310451541,9,5,boston
pps,-0.0525524615333189,9,5,boston
gini,0.053891266153874205,0,0,boston
mutual_info,0.02987679582969484,0,0,boston
f_test,0.02987679582969484,0,0,boston
pimp,0.053891266153874205,0,0,boston
shap,0.053891266153874205,0,0,boston
pearson,0.02987679582969484,0,0,boston
spearman,0.043104400417180826,0,0,boston
kendall,0.043104400417180826,0,0,boston
pps,-0.030674087734938845,0,0,boston
gini,0.038113816004370894,1,0,boston
mutual_info,0.03285938136705214,1,0,boston
f_test,0.01940229012703451,1,0,boston
pimp,0.03811381600436995,1,0,boston
shap,0.03387322894928579,1,0,boston
pearson,0.01940229012703415,1,0,boston
spearman,0.03285938136705215,1,0,boston
kendall,0.032859381367051785,1,0,boston
pps,-0.05398305595423458,1,0,boston
gini,0.029547087392530973,2,0,boston
mutual_info,0.002811821350686318,2,0,boston
f_test,0.002811821350686082,2,0,boston
pimp,0.029547087392530973,2,0,boston
shap,0.008400145500540421,2,0,boston
pearson,0.002811821350686318,2,0,boston
spearman,0.002811821350686318,2,0,boston
kendall,0.002811821350686318,2,0,boston
pps,-0.07879294572578262,2,0,boston
gini,0.045379505500614044,3,0,boston
mutual_info,0.009642104378738822,3,0,boston
f_test,-0.015960186456793438,3,0,boston
pimp,0.045379505500614405,3,0,boston
shap,0.024542774261867913,3,0,boston
pearson,-0.015960186456792678,3,0,boston
spearman,0.009642104378738697,3,0,boston
kendall,0.009642104378738697,3,0,boston
pps,-0.04381827682374852,3,0,boston
gini,0.03900750942108268,4,0,boston
mutual_info,0.002037482852189641,4,0,boston
f_test,0.0020374828521892868,4,0,boston
pimp,0.0390075094210821,4,0,boston
shap,0.02110840168134239,4,0,boston
pearson,0.0020374828521899963,4,0,boston
spearman,0.0020374828521892868,4,0,boston
kendall,0.0020374828521899963,4,0,boston
pps,-0.05550172057779693,4,0,boston
gini,0.033746173707696316,5,0,boston
mutual_info,0.018913258565860045,5,0,boston
f_test,0.018913258565860413,5,0,boston
pimp,0.0337461737076962,5,0,boston
shap,0.033746173707696316,5,0,boston
pearson,0.018913258565860413,5,0,boston
spearman,0.018913258565860413,5,0,boston
kendall,0.018913258565860413,5,0,boston
pps,-0.05984107706184429,5,0,boston
gini,0.02431043448623097,6,0,boston
mutual_info,-0.011993516285795603,6,0,boston
f_test,-0.0217616072851956,6,0,boston
pimp,0.024310434486231228,6,0,boston
shap,-0.020581327506373762,6,0,boston
pearson,-0.021761607285195987,6,0,boston
spearman,-0.009830261478322083,6,0,boston
kendall,-0.009830261478322343,6,0,boston
pps,-0.09414348083242195,6,0,boston
gini,0.05921454148868017,7,0,boston
mutual_info,0.05366724227949771,7,0,boston
f_test,0.049043669088195456,7,0,boston
pimp,0.059214541488680286,7,0,boston
shap,0.059214541488680286,7,0,boston
pearson,0.04904366908819569,7,0,boston
spearman,0.049043669088195456,7,0,boston
kendall,0.04904366908819581,7,0,boston
pps,-0.008548481493231834,7,0,boston
gini,0.01040213037842502,8,0,boston
mutual_info,-0.005814209152674251,8,0,boston
f_test,-0.0711583367178025,8,0,boston
pimp,0.01040213037842502,8,0,boston
shap,0.002404162761709794,8,0,boston
pearson,-0.07115833671780214,8,0,boston
spearman,0.006567833362837173,8,0,boston
kendall,0.006567833362837651,8,0,boston
pps,-0.08840134321577997,8,0,boston
gini,0.006552232585662718,9,0,boston
mutual_info,0.0028604394114318246,9,0,boston
f_test,-1.844073466392901e-05,9,0,boston
pimp,0.006552232585662718,9,0,boston
shap,0.0006618917690522212,9,0,boston
pearson,-1.844073466380329e-05,9,0,boston
spearman,-1.8440734663677566e-05,9,0,boston
kendall,-1.8440734664180453e-05,9,0,boston
pps,-0.05703704098994695,9,0,boston
gini,-0.017641433780028564,0,6,boston
mutual_info,-0.013446492452300283,0,6,boston
f_test,-0.05007256494273907,0,6,boston
pimp,-0.01764143378002856,0,6,boston
shap,-0.01344649245230045,0,6,boston
pearson,-0.0500725649427394,0,6,boston
spearman,-0.01344649245230045,0,6,boston
kendall,-0.013446492452300778,0,6,boston
pps,-0.011422039624969484,0,6,boston
gini,0.004159701231284439,1,6,boston
mutual_info,0.029034942906746256,1,6,boston
f_test,-0.03473614778780671,1,6,boston
pimp,0.00415970123128492,1,6,boston
shap,0.029034942906745936,1,6,boston
pearson,-0.03473614778780671,1,6,boston
spearman,0.029034942906746096,1,6,boston
kendall,0.017943884644559656,1,6,boston
pps,0.0037322472713162396,1,6,boston
gini,-0.0019475933865218057,2,6,boston
mutual_info,0.017180726490793136,2,6,boston
f_test,-0.0019475933865215024,2,6,boston
pimp,-0.0019475933865218057,2,6,boston
shap,0.023142911979532617,2,6,boston
pearson,-0.001947593386521654,2,6,boston
spearman,0.017180726490792837,2,6,boston
kendall,0.01718072649079254,2,6,boston
pps,0.0011979598226165681,2,6,boston
gini,0.026591364801199273,3,6,boston
mutual_info,0.011621226923594824,3,6,boston
f_test,0.011621226923594824,3,6,boston
pimp,0.026591364801199273,3,6,boston
shap,0.02659136480119913,3,6,boston
pearson,0.01162122692359468,3,6,boston
spearman,0.011621226923594966,3,6,boston
kendall,0.011621226923594824,3,6,boston
pps,0.06787891537909277,3,6,boston
gini,-0.01130989019857996,4,6,boston
mutual_info,-0.017495693854954135,4,6,boston
f_test,-0.017495693854954135,4,6,boston
pimp,-0.014412064839594169,4,6,boston
shap,-0.00025751145463883177,4,6,boston
pearson,-0.017495693854954135,4,6,boston
spearman,-0.017495693854954135,4,6,boston
kendall,-0.017495693854954135,4,6,boston
pps,-0.005318269595535347,4,6,boston
gini,0.035566670631557266,5,6,boston
mutual_info,0.014130181791719773,5,6,boston
f_test,0.025904342518255755,5,6,boston
pimp,0.030595453519952773,5,6,boston
shap,0.03805986823743395,5,6,boston
pearson,0.025904342518255467,5,6,boston
spearman,0.014130181791719914,5,6,boston
kendall,0.013821596017353156,5,6,boston
pps,-0.013760170994624973,5,6,boston
gini,-0.04252812409002426,6,6,boston
mutual_info,-0.024772922974496677,6,6,boston
f_test,-0.04097580886129369,6,6,boston
pimp,-0.042528124090023815,6,6,boston
shap,-0.0450383660154167,6,6,boston
pearson,-0.04097580886129397,6,6,boston
spearman,-0.02477292297449682,6,6,boston
kendall,-0.024772922974496677,6,6,boston
pps,-0.05799341912521977,6,6,boston
gini,0.03749486160826667,7,6,boston
mutual_info,0.024803292910252954,7,6,boston
f_test,0.0248032929102534,7,6,boston
pimp,0.03749486160826667,7,6,boston
shap,0.030557786553818807,7,6,boston
pearson,0.024803292910253693,7,6,boston
spearman,0.024803292910253245,7,6,boston
kendall,0.024803292910253245,7,6,boston
pps,0.014949660164296686,7,6,boston
gini,-0.003992564560294647,8,6,boston
mutual_info,-0.035879056743966936,8,6,boston
f_test,-0.04407671696498317,8,6,boston
pimp,-0.003992564560294647,8,6,boston
shap,-0.003992564560294799,8,6,boston
pearson,-0.04407671696498317,8,6,boston
spearman,-0.035879056743966936,8,6,boston
kendall,-0.035879056743966777,8,6,boston
pps,0.003779166747825788,8,6,boston
gini,0.029141540190835608,9,6,boston
mutual_info,0.027941184946605087,9,6,boston
f_test,0.013192150958587147,9,6,boston
pimp,0.029141540190835317,9,6,boston
shap,0.029507389302248582,9,6,boston
pearson,0.013192150958587298,9,6,boston
spearman,0.027941184946605677,9,6,boston
kendall,0.013192150958586698,9,6,boston
pps,0.03850074065771759,9,6,boston
gini,0.03247393413285375,0,7,boston
mutual_info,0.050879336339778654,0,7,boston
f_test,0.023641088926300083,0,7,boston
pimp,0.043663779584465774,0,7,boston
shap,0.026656244928049577,0,7,boston
pearson,0.023641088926300083,0,7,boston
spearman,0.050879336339778654,0,7,boston
kendall,0.050879336339778654,0,7,boston
pps,-0.015585948913307413,0,7,boston
gini,0.05883505657521868,1,7,boston
mutual_info,0.04104104278004785,1,7,boston
f_test,-0.008357972624038673,1,7,boston
pimp,0.05883505657521866,1,7,boston
shap,0.0430911626129086,1,7,boston
pearson,-0.008357972624038673,1,7,boston
spearman,0.04104104278004786,1,7,boston
kendall,0.021411673873778583,1,7,boston
pps,-0.06237037238129785,1,7,boston
gini,0.023257431880618344,2,7,boston
mutual_info,0.05379846268572059,2,7,boston
f_test,0.0232574318806186,2,7,boston
pimp,0.0232574318806186,2,7,boston
shap,0.05379846268572121,2,7,boston
pearson,0.023257431880618344,2,7,boston
spearman,0.0537984626857211,2,7,boston
kendall,0.04672619612130764,2,7,boston
pps,-0.055355448576650666,2,7,boston
gini,-0.009041274192068153,3,7,boston
mutual_info,0.009882012499243446,3,7,boston
f_test,-0.014795272997713957,3,7,boston
pimp,0.001962998437261752,3,7,boston
shap,-0.012031337901379271,3,7,boston
pearson,-0.014795272997713537,3,7,boston
spearman,0.009882012499243446,3,7,boston
kendall,0.009882012499243305,3,7,boston
pps,-0.07115371918487039,3,7,boston
gini,0.025672324695933973,4,7,boston
mutual_info,0.021889330071506452,4,7,boston
f_test,0.006991557363012686,4,7,boston
pimp,0.025672324695934105,4,7,boston
shap,0.021889330071506324,4,7,boston
pearson,0.006991557363012819,4,7,boston
spearman,0.02188933007150659,4,7,boston
kendall,0.02188933007150659,4,7,boston
pps,-0.08076633813028604,4,7,boston
gini,0.023516720819797086,5,7,boston
mutual_info,0.028613867231994338,5,7,boston
f_test,0.023516720819797488,5,7,boston
pimp,0.030872606725191192,5,7,boston
shap,0.03087260672519092,5,7,boston
pearson,0.023516720819797488,5,7,boston
spearman,0.028613867231995,5,7,boston
kendall,0.028613867231995133,5,7,boston
pps,-0.07198070732806235,5,7,boston
gini,0.026517897904656855,6,7,boston
mutual_info,0.011094058062568512,6,7,boston
f_test,0.011094058062568643,6,7,boston
pimp,0.02651789790465724,6,7,boston
shap,0.02651789790465724,6,7,boston
