dataset,imp_type,random_state,data_split,fi_order,fi_selected,timings
classif_features_10_samples_1000_seed_0,pps,0,5,"[9, 8, 3, 7, 0, 6, 5, 4, 2, 1]","[9, 8]","[0.14318795 0.16312846 0.14964583 0.13252326 0.12185247 0.11253602
 0.12159433 0.10992752 0.11253757 0.11698972]"
classif_features_10_samples_1000_seed_0,mutual_info,0,6,"[1, 9, 7, 3, 8, 2, 4, 5, 6, 0]","[1, 9]","[0.0408035  0.0355646  0.03500885 0.03061323 0.02827999 0.02864962
 0.03781197 0.0286741  0.02849435 0.02838566]"
classif_features_10_samples_1000_seed_0,f_test,0,6,"[1, 6, 3, 4, 0, 5, 2, 8, 7, 9]","[1, 6]","[0.00262231 0.00255221 0.00152905 0.00142154 0.00144068 0.00142544
 0.00169569 0.00138503 0.00132601 0.00132794]"
classif_features_10_samples_1000_seed_0,pearson,0,6,"[1, 6, 3, 4, 0, 5, 2, 8, 7, 9]","[1, 6]","[0.00212582 0.00167227 0.0019996  0.00158138 0.00149373 0.0015291
 0.00148713 0.00172351 0.00145945 0.00149775]"
classif_features_10_samples_1000_seed_0,spearman,0,6,"[1, 6, 3, 4, 0, 7, 2, 8, 5, 9]","[1, 6]","[0.00302018 0.0027121  0.00287235 0.00268189 0.00237633 0.00265407
 0.0026879  0.00257724 0.00283313 0.00271518]"
classif_features_10_samples_1000_seed_0,kendall,0,6,"[1, 6, 3, 4, 0, 7, 2, 8, 5, 9]","[1, 6]","[0.02016854 0.02014697 0.02105681 0.02021436 0.02326909 0.02216323
 0.02115945 0.02058593 0.02041002 0.02158303]"
classif_features_10_samples_1000_seed_0,pps,0,6,"[0, 3, 5, 8, 4, 2, 6, 7, 9, 1]","[0, 3]","[0.12683599 0.11637087 0.12436544 0.1463406  0.14360105 0.11884286
 0.12569525 0.13597339 0.11585718 0.13794552]"
classif_features_10_samples_1000_seed_0,mutual_info,0,7,"[1, 8, 7, 0, 4, 2, 3, 5, 6, 9]","[1, 8]","[0.0359692  0.03477388 0.03284489 0.03027859 0.02911674 0.0288712
 0.02912897 0.02882554 0.02949782 0.02937223]"
classif_features_10_samples_1000_seed_0,f_test,0,7,"[1, 5, 3, 6, 8, 0, 2, 9, 7, 4]","[1, 5]","[0.00177356 0.00198274 0.00162667 0.00164586 0.00144164 0.00138342
 0.00138411 0.00145406 0.0014213  0.00152106]"
classif_features_10_samples_1000_seed_0,pearson,0,7,"[1, 5, 3, 6, 8, 0, 2, 9, 7, 4]","[1, 5]","[0.00181317 0.00157709 0.00182632 0.00189415 0.00183855 0.0017627
 0.00156256 0.00155741 0.00152263 0.00151946]"
classif_features_10_samples_1000_seed_0,spearman,0,7,"[1, 5, 3, 6, 0, 8, 7, 2, 9, 4]","[1, 5]","[0.00266255 0.00270627 0.0027532  0.00281177 0.00287195 0.00254831
 0.00245168 0.00261442 0.00246214 0.00235202]"
classif_features_10_samples_1000_seed_0,kendall,0,7,"[1, 5, 3, 6, 0, 8, 7, 2, 9, 4]","[1, 5]","[0.01964977 0.01946456 0.01965547 0.02072034 0.02153005 0.02003147
 0.01994614 0.01948444 0.01962477 0.01946648]"
